Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Benares Hotels,29.66,1041.85,31.12,26.34,23.29,16.47,15.27,15.31,28.53,29.15,27.86,25.69,23.11,70.7,15.1,13.54,10.89,107.43,33.6,26.94,14.94,0.85,4,7.27,8.93,9,30.04,25.06,0.31,9.02,61.19,38.82,0,13.28,5.18,0.03,132.84,N,Y,Y,Y,1,1,0,0,1,3
Bengal & Assam,46.09,11251.54,22.28,19.02,19.38,17.98,17.21,17.41,8.37,5.55,4.56,5.46,5.09,7.48,0.67,35.32,26.34,48.84,26.85,20.8,52.14,0.25,4,1.24,1.22,9,13.49,6.61,0.4,1.16,73.01,22.43,0,4.35,0.93,0.05,6.33,Y,Y,Y,Y,1,1,1,0,1,4
Bengal Tea & Fab,108.65,154.86,-2.13,0.81,-3.14,-1.64,-1.94,-1.67,,7.39,10.77,11.15,12.74,4.5,-12.69,-11.25,-13.96,,,6.87,,,4,1.41,2.72,5,-4.22,1.88,0.58,-26.82,73.38,26.22,0,2.08,0.06,0.06,15.21,N,Y,Y,N,0,0,0,0,1,1
Berger Paints,-0.11,62597.42,23.54,20.44,22.23,22.89,22.6,22.85,53.64,65.79,74.33,67.01,61.99,17.99,13.06,13.72,11.62,17.59,19.09,15.41,16.65,2.81,4,11.64,5.56,8,10.4,8.15,0.65,34.94,74.99,9.24,0,15.17,0.87,0.14,21.98,N,Y,N,Y,0,0,0,0,1,1
Best Agrolife,-48.93,1252.7,18.09,44.82,32.33,,,,34,14.37,15.11,15.11,15.11,27.42,,46.87,,38.73,,83.76,,,3,1.66,0.73,4,5.67,11.01,0.57,6.68,50.1,39.18,0,2.64,0.71,0.76,1.81,Y,Y,N,N,0,0,0,0,1,1
Beta Drugs Ltd,81.48,1617.38,26.03,28.55,28.04,25.72,,,44.38,31.11,27.34,27.08,27.08,36.56,35.01,,,45.95,32.46,,,1.26,3,10.29,5.47,6,12.32,13.53,0,0,66.73,31.95,0,13.35,1.51,0.09,18.29,Y,Y,Y,N,0,0,0,1,1,2
BEW Engg,-21,414.42,28.89,31.84,31.41,30.25,,,30.56,39.37,38.09,38.09,38.09,26.67,18.94,,,55.78,57.57,,,0.38,5,5.47,3.43,5,11.23,6.93,0,0,47.82,52.18,0,6.53,0.33,0.98,4.43,N,Y,N,Y,1,0,0,0,0,1
BF Investment,34.05,2432.46,7.96,5.94,6.61,7.3,7.3,,4.34,5.56,6.45,6.42,5.9,37.58,18.06,-36.91,,17.55,28.19,18.13,,0.15,7,0.39,54.9,7,1015.07,830.82,0,0,74.13,25.1,0,2.27,54.24,0,,N,Y,N,Y,0,0,0,0,1,1
BF Utilities,49.52,3283.58,7.05,4.25,4.57,2.91,7.1,6.32,118.84,311.19,365.35,248.79,319.6,9.96,1.72,-1.29,-3.58,98.88,-17.97,4.67,7.51,-6.61,3,22.17,168.48,6,52.01,31.89,0,0,56.74,42,0,28.82,1.63,0.09,,N,Y,Y,Y,0,0,0,0,0,0
BGR Energy Sys.,-54.02,251.33,,-144.91,,,,,,,8.95,16.54,17.04,-3.87,-20.92,-16.04,-11.15,,,,,,0,,0.31,5,-74.18,-60.46,0,0,51.01,48.59,58.82,0.47,0.88,20.08,0.45,N,N,Y,N,0,0,0,0,0,0
Bhageria Indust.,25.23,823.65,3.74,2.72,6.91,10.08,11.81,13.6,33.73,20.77,14.97,12.86,11.92,7.43,1.37,5.2,2.99,-32.57,-23.13,-14.23,-0.99,-1.46,3,1.59,1.62,7,3.86,2.74,0.53,22.24,71.75,28.05,0,4.34,2.12,0.07,25.45,Y,Y,N,Y,1,0,0,0,1,2
Bhagiradha Chem.,122,3947.08,6.27,18.38,13.7,12.75,12.82,11.42,155.83,33.94,30.61,29.59,29.72,8.56,1.16,10.45,8.84,-4.29,1.83,43.11,20.03,73.85,3,9.94,9.45,5,4.99,9.24,0.03,5.13,20.27,76.44,0,13.34,1.28,0.18,6.07,Y,Y,Y,N,0,0,0,1,0,1
Bhagwati Auto,-13.1,136.17,18.43,25.17,14.25,11.76,11.56,8.64,18.48,19.95,19.48,21.23,20.41,8.74,2.27,9.65,5.06,57.69,13.53,27.31,4.09,1.37,4,3.33,1.04,7,5.17,5.01,0.42,8.31,73.92,26.07,0,6.67,1.57,0.21,10.56,N,Y,N,Y,1,0,0,0,1,2
Bhagyanagar Ind,32.23,288.95,6.36,7.1,7.13,5.21,5.19,4,30.61,18.1,20.33,18.17,22.7,22.03,20.24,24.43,19.84,46.04,11.97,5.38,21.71,2.56,4,1.49,0.2,8,0.76,0.55,0,0,70.62,29.1,0,7.65,2.14,0.52,2.05,Y,Y,Y,Y,0,0,1,0,1,2
Bhandari Hosiery,16.12,152.19,7,7.8,7.61,6.6,6.96,6.89,23.34,21.04,19.73,16.89,19.33,5.75,0.06,3.21,9.27,55.7,3.99,6.22,12.67,5.85,3,1.53,0.56,6,2.45,2.33,0.32,0,31.02,68.97,0,3.61,0.82,1.22,1.73,Y,Y,N,Y,0,0,0,0,0,0
Bhansali Engg.,43.58,3176.43,18.08,13.27,23.35,28.81,28.94,27.14,17.5,9.03,12.18,15.13,17.86,-1.85,-0.05,10.02,9.2,-18.62,31.14,26.01,61.6,0.56,5,3.27,2.41,7,14.71,9.97,3.13,55.39,57.47,40.75,0,7.94,3.89,0,1292.47,Y,Y,N,Y,1,0,0,0,0,1
Bharat Agri Fert,-35.28,408.62,-16.88,-14.74,-9.82,-9.8,-7.26,-3.62,492.31,470.4,470.4,81.28,49.48,-4.6,-13.24,-9.27,-11.82,-17.39,,,,,2,8.28,19.18,3,-38.68,-28.68,0.06,-8.27,67.91,32.09,0,7.44,0.17,0.91,1.02,Y,N,N,N,0,0,0,0,1,1
Bharat Bijlee,133.54,4949.52,8.01,6.65,6.86,6.11,5.79,4.88,38.06,22.12,20.21,19.68,22.29,36.82,14.97,15.63,14.46,72.87,26.78,37.02,28.68,1.42,2,2.65,2.74,8,6.94,5.87,0.8,30.09,33.69,45.23,0,5.4,1.1,0.08,10.69,Y,Y,Y,Y,1,0,0,1,0,2
Bharat Dynamics,114.19,37889.73,17.9,11.28,15.83,15.74,17.3,,65.54,37.76,25.96,21.46,21.46,7.38,-5.05,-9.82,,33.48,7.72,-50.14,,8.49,4,10.42,16.75,6,25.86,14.14,0.51,31.56,74.93,13.67,0,7.5,2.41,0,225.8,Y,Y,Y,Y,0,0,1,0,1,2
Bharat Electron,106.01,199081.83,26.27,22.79,23.44,22.08,21.66,20.35,43.85,28.76,23.6,21.26,23.91,12.83,10.75,12.92,12.01,23.64,16.02,14.8,16.33,2.74,5,11.27,9.23,9,19.57,16.81,0.81,40.36,51.14,11.37,0,10.06,1.17,0,852.29,Y,Y,N,Y,0,1,1,0,1,3
Bharat Forge,36.6,65191.72,12.7,6.88,11.56,9.46,11.83,13.45,67.5,63.04,61.69,48.52,43.19,35.27,9.1,13.67,8.87,58.62,-2.85,5.33,7.34,-23.68,3,9.09,4.1,8,5.62,3.54,0.64,12.24,45.25,9.55,0,7.48,0.62,1.11,4.12,Y,Y,N,Y,0,0,0,0,1,1
Bharat Gears,-16.5,148.99,-9.13,11.81,8.12,-0.12,2.89,1.54,,9.77,10.11,11.73,14.73,9.64,2.21,7.23,4.67,-13.28,,,,,1,1.35,0.23,3,-1.59,1.76,0,0,55.32,43.39,0,3.05,0.81,1.03,0.18,N,Y,Y,N,0,0,0,0,0,0
Bharat Global,4526.46,7205.13,6.56,0,6.43,6.33,6.25,6.12,1261.84,,,,,850.48,209.98,69.16,68.45,23.99,13.77,9.65,14.99,5.75,1,67.16,90.28,5,12.93,0,0,0,0,100,0,88.17,1.09,0.04,,N,Y,Y,Y,0,0,0,0,0,0
Bharat Hig.InvIT,,5007.86,,,,,,,338.14,325.2,325.2,325.2,325.2,,,,,,,,,,4,1.01,41.49,2,12.27,,,0,15,,0,2.65,4.03,0.23,1.79,Y,N,N,N,0,0,0,0,0,0
Bharat Immunolog,-2.13,103.11,-17.67,-12.55,-22.69,-23.67,-17.41,-12.4,,,,98.75,22.08,-12.61,5.09,-13.98,-12.66,-30.96,,,,,2,1.31,13.48,3,-38.24,-11.16,0,0,59.25,40.74,0,1.23,0.32,0.94,-2.26,N,Y,N,N,0,0,0,0,0,0
Bharat Parenter.,119.67,864.46,5.56,8.85,9.12,12.15,13.46,,,13.22,10.4,11.28,11.28,7.94,3.23,12.7,,-19.7,-13.3,6.07,,,3,3.91,3.09,1,4.11,7.07,0.08,4.01,65.35,33.98,0,4.27,1.04,0.8,1.76,N,Y,N,N,0,0,0,0,1,1
Bharat Rasayan,17.03,4307.52,10.01,15.36,15.78,19.79,,,32.75,32.34,30.79,30.79,30.79,-1.46,1.08,,,-16.42,-3.13,,,-9.2,4,4.36,3.96,3,9.01,10.35,0.01,0.65,74.99,21.9,0,8.99,2.78,0.08,46.09,Y,Y,N,N,1,0,0,0,1,2
Bharat Road,11.26,364.26,-46.07,-52.47,-41.93,-21.27,-14.16,,,,44.66,39.2,39.2,21.92,-1.1,15.14,44.42,1.29,,-2.91,5.92,,3,1.92,0.95,7,-30.2,-65.24,0,0,51.96,48.04,22.92,0.42,0.47,6.99,0.33,N,N,Y,Y,0,0,0,0,0,0
Bharat Seats,25.33,498,15.9,15.77,14.05,11.81,15.56,16.02,18.44,18.74,17.46,17.13,17,24.89,3.38,3.47,6.66,75.69,2.6,10.5,13.92,7.09,5,2.99,0.45,5,2.33,2.05,1.01,20.06,74.59,25.31,0,4.51,0.58,0.96,5.19,N,Y,N,Y,0,0,0,0,1,1
Bharat Wire,-2.47,1608.21,42.29,50.49,41.82,17.97,6.42,4.93,17.74,20.4,20.4,23,30.34,35.46,20.93,38.14,22.42,94.37,27.94,82.33,39.8,0.54,3,5.75,2.69,7,15.49,10.57,0,0,40.93,53.32,49.31,5.25,5.32,1.85,9.72,N,Y,Y,Y,1,0,0,0,0,1
Bharti Airtel,82.16,997779.2,14.93,12.05,11.31,12.36,9.19,8.94,83.54,69.33,65.65,92.44,59.69,14.23,13.17,6.67,5.74,-0.37,121.21,14.95,16.01,0.68,2,11.49,6.61,5,9.1,9.19,0.48,61.64,53.14,2.93,0,4.39,0.42,2.63,1.91,Y,Y,N,N,0,0,0,0,1,1
Bharti Hexacom,,71307.5,14.02,13.41,9.29,-1.17,,,114.98,53.96,53.96,53.96,53.96,15.49,14.43,,,34.45,18.89,,,5.13,3,,10.06,6,8.75,8.02,0.28,39.65,70,16.05,0,7.03,0.29,1.75,2.84,Y,N,N,Y,0,0,0,0,1,1
Bhartiya Intl.,169.16,781.16,0.05,17.59,4.29,3.43,3.92,5.44,,9.56,9.34,16.62,21.68,12.34,0.78,2.78,6.49,26.64,-60.39,-47.9,-35.75,,4,2,0.94,5,0.02,7.83,0,0,57.35,34.35,0,3.28,0.47,1.33,1.13,N,Y,N,N,0,0,0,0,1,1
Bhatia Colour,158,157.82,5.7,4.78,,,,,45.48,85.42,85.42,85.42,85.42,,,,,,,,,,1,2.52,1.38,6,3.03,2.5,0,0,45.85,54.14,0,5.61,4.24,0.32,3.49,N,Y,N,Y,0,0,0,0,0,0
Bhatia Communic.,26.03,318.14,19.1,16.85,16.38,14.95,15.54,15.47,27.45,32.02,29.37,27.34,27.34,33.78,20.18,18.74,15.34,45.52,18.13,8.81,10.59,1.51,4,4.81,0.76,8,2.78,2.48,0.04,1.09,73.88,26.03,0,9.58,0.9,0.32,10.17,N,Y,N,Y,1,0,0,0,1,2
Bhilwara Spinner,132.56,126.75,1.41,0.98,1.33,1.69,1.37,1.37,79.72,82.95,59.09,55.45,58.06,68.35,34.82,9.91,12.83,-28.96,22.68,,11.56,3.2,1,3.07,5.9,3,5.11,25.77,0,0,50.94,48.14,0,3.19,2.44,1.33,21.8,N,Y,N,N,0,0,0,0,0,0
Bhilwara Tech,75.04,293.97,8.06,-2.99,5.44,3.86,5.03,,21.81,19.94,11.31,10.58,12.35,29.99,78.51,,,21.33,2.66,30.23,,8.2,3,1.78,25.23,6,89.18,-36.8,0,0,71.27,28.59,0,4.58,1.69,0,1405,Y,Y,N,Y,0,0,0,0,1,1
BIGBLOC Const.,53.81,1756.25,34.22,49.92,40.61,33.07,,,63.13,42.7,43.24,43.24,43.24,33.18,19.43,,,130.63,88.67,,,0.71,2,16.89,7.32,3,12.62,15.26,0.32,9.17,72.48,27.2,0,11.66,1.03,1.37,4.89,Y,Y,N,N,0,0,0,0,1,1
Bihar Sponge,55.34,141.8,,,,,,,13.57,12.37,11.98,12.37,12.37,129.39,,,30.17,19.63,44,19.29,9.35,0.31,3,,0.44,6,2.79,2.57,0,0,69.23,30.7,52.05,2.85,0.22,,,Y,Y,Y,Y,0,0,0,0,1,1
Bikaji Foods,85.27,21686.85,24.73,15.53,18.11,16.85,16.65,17,72.82,75.55,75.55,75.55,75.55,20.59,20.56,20.85,19.09,-33.63,-12.47,-7.61,-1.28,1.84,5,16.22,8.7,6,11.77,7.11,0.12,9.28,74.98,4.76,0,23.69,1.82,0.13,46.84,N,Y,N,Y,0,0,0,0,1,1
Bilcare,-24.77,132.14,-6.34,-3.11,-8.51,-39.75,-76.62,-35.39,,,,,150.3,6.26,-24.26,-16.47,-13.16,0.04,14.03,8.21,5.76,,2,0.27,0.17,4,-7.69,-3.2,0,0,30.02,69.95,1.39,1.32,0.87,1.52,0.26,N,Y,N,N,0,0,0,0,0,0
Bimetal Bearings,14.89,263.54,4.84,5.64,4.3,3.18,4.04,,25.56,21.67,24.88,24.18,26.03,13.82,2.51,7.18,,37.49,-1.9,16.77,,-13.45,4,1.2,1.13,5,4.38,4.91,1.82,47.03,74.88,25.11,0,3.98,1.37,0.04,15.67,Y,Y,N,N,1,0,0,0,1,2
Binayaka Tex Pr,99.12,127.8,6.17,6.18,6.2,5.44,4.68,4.62,25.41,10.23,10.29,11.6,11.6,1.97,3.57,2.98,2.7,7.51,17.89,24.55,-1.56,1.42,3,1.37,0.63,6,2.66,2.01,0,0,59.1,40.89,0,3.02,0.79,0.6,2.53,Y,Y,N,Y,1,0,0,0,0,1
Biocon,40.1,37458.72,5.25,4.78,5.87,7.05,7.56,8.28,23.98,44.62,48.76,54.39,43.48,27.36,21.76,20.98,17.76,10.52,5.86,7.13,9.12,4.09,1,1.89,2.54,7,8.5,7.81,0.16,5.87,60.64,18.74,0,2.09,0.65,0.82,3.52,N,Y,N,Y,0,0,0,0,1,1
Biofil Chemicals,35.64,104.39,4,3.28,3.84,5.45,5,6.23,165.7,154.71,129.3,86.28,27.31,3.85,11.6,16.86,18.77,-16.96,8.14,-12.37,3.16,20.36,0,5.74,2.27,6,1.77,1.86,0,0,46.82,53.1,0,5.39,1.26,0.02,20,Y,Y,N,N,0,0,0,0,0,0
Birla Cable,-31.25,641.55,6.89,16.14,11.48,8.53,11.96,11.67,88.73,20.98,22.95,20.9,18.53,27.79,6.42,18.33,8.96,25.97,-18.79,25.81,-1.58,-4.72,3,2.44,0.94,4,2.42,4.24,0.82,23.34,66.36,33.65,6.28,5.18,1.72,0.56,1.66,Y,Y,N,N,0,0,0,0,1,1
Birla Corpn.,-4.95,8625.51,6.59,0.73,4.86,7.46,6.91,6.62,28.29,29.64,16.52,19.4,26.36,12.51,8.09,12.09,12.35,-15.38,10.79,13.91,13.78,2.62,3,1.24,0.95,8,4.32,0.5,0.89,18.31,62.9,15.44,0,2.47,0.72,0.57,2.22,N,Y,Y,Y,0,0,0,0,1,1
Birla Precision,12.23,415.52,6.95,8.66,8.41,,,,49,31,30.32,30.32,30.32,9.56,,,,87.65,,,,,3,2.86,1.79,3,4.27,4.27,0.16,7,60.28,39.7,0.34,4.88,1.11,0.3,5.07,Y,Y,N,N,0,0,0,0,1,1
Birlasoft Ltd,5.3,15798.05,22.48,12.92,18.34,16.91,16.47,16.74,25.53,28.08,25.58,20.28,11.72,14.07,15.66,6.85,6.96,24.62,18.07,10.62,6.07,1.4,4,4.86,2.92,7,11.7,6.78,1.14,28.76,40.86,23.15,0,9.67,3.82,0.04,40.59,N,Y,N,Y,1,0,0,0,1,2
BITS,2200,229.01,12.66,-1.19,4.02,2.45,,,95.02,19.18,19.18,19.18,19.18,17.4,4.33,,,246.68,126.41,,,0.75,3,11.44,246.25,7,267.42,-26.25,0,0,65.07,34.86,0,19.24,1.48,0,,Y,Y,N,Y,0,0,0,0,1,1
Bizotic Commer.,129.63,108.1,9.75,55.58,17.12,18.13,,,35.1,12,12,12,12,62,55.37,,,-77.58,-49.79,,,0.38,3,1.97,1.51,3,4.31,4.13,0,0,70,30,0,4.93,1.61,0.04,6.93,Y,N,N,Y,1,0,0,0,1,2
Black Box,82.26,7563.38,42.51,16.47,32.62,,,,39.23,35.58,31.23,29.16,31.53,10.36,27.66,34.73,23.28,3.47,72.15,71.77,9.91,0.52,3,15.72,1.23,5,2.63,0.71,0,0,71.06,25.41,8.93,7.39,1.01,1.48,2.55,Y,Y,N,Y,0,0,0,0,1,1
Black Rose Indus,-7.99,652.29,15.62,6.35,16.57,21.73,23.45,22.28,29.78,37.26,34.14,33.24,37.33,0.06,4.27,6.69,12.69,-8.15,8.85,23.15,25.66,3.36,3,4.5,1.67,6,5.59,1.84,0.43,15.61,75,24.99,0,9.6,2.24,0.03,32.07,N,Y,Y,Y,0,0,0,0,1,1
BLB,-13.06,100.66,3.84,6.03,6.9,5.68,2.54,1.9,11.13,17.7,17.76,16.84,20.67,-16.36,10.12,14.87,9.36,48.26,23.01,40.37,12.41,0.48,6,1.05,0.2,6,1.16,2.49,0,0,36.84,63.16,0,9.67,29.82,0,12.04,N,Y,Y,N,1,0,0,0,0,1
Bliss GVS Pharma,29.22,1147.05,10.19,8.3,7.46,9.03,10.91,12.51,12.97,12.47,13.5,14.19,15.99,10.09,-3.04,-0.51,8.37,10.69,-5.79,1.79,8.53,-2.35,1,1.13,1.43,8,13.24,10.18,0.46,6.94,34.82,46.49,0,4.19,3.74,0.09,15.05,Y,Y,Y,Y,1,0,0,0,0,1
BLS E-Services,,1815.13,11.61,33.37,16.64,,,,47.45,58.94,58.94,58.94,58.94,67.21,,,,-89.7,,,,,5,4.21,6.02,6,11.07,9.02,0,0,68.89,29.68,0,8.37,4.43,0.02,64.33,N,N,Y,Y,0,0,0,0,1,1
BLS Internat.,51.47,15370.29,31.09,29.53,28.4,24.69,25.83,,42.91,43.04,35.02,26.45,29.85,51.91,15.84,14.88,,83.83,32.95,29.81,,1.3,5,12.73,8.61,6,19.39,13.6,0.27,13.15,70.38,18.87,0,18.91,7.52,0.03,98.92,N,Y,N,Y,0,0,0,0,1,1
Blue Cloud Soft.,55.89,2823.83,,,,,,,109.66,168.5,168.5,168.5,168.5,,,,,,,,,,0,36.39,4.04,0,3.2,,0.02,2.71,1.74,75.32,0,29.47,1.53,0.83,5.36,N,N,N,N,0,0,0,0,0,0
Blue Dart Expres,21.06,18318.49,22.74,34.92,34.7,29.29,27.97,29.91,62.49,47.19,51.4,54.89,62.02,17.01,10.66,10.08,10.52,35.71,26.28,10.94,9.11,2.38,4,13.4,3.41,5,5.5,6.93,0.32,19.73,75,6.6,0,11,0.62,0.78,5.81,Y,Y,Y,N,0,0,0,0,1,1
Blue Jet Health,,8194.51,22.43,26.51,28.41,,,,49.86,41.64,41.64,41.64,41.64,12.56,,,,-80.81,,,,,2,9.7,11.79,6,24.03,22.12,0.21,10.59,86,10.06,0,15.15,1.65,0,1582.29,Y,N,Y,Y,0,0,0,1,1,2
Blue Pebble,,130.36,75.05,91.59,75.31,,,,28.34,21.71,21.71,21.71,21.71,73.69,,,,-60.28,,,,,3,4.97,4.04,7,17.04,12.31,0,0,73.53,26.47,0,8.79,3,0,,Y,N,Y,Y,0,0,0,0,0,0
Blue Star,114.18,38021.26,21.17,24.04,21.14,18.85,19.21,19.23,76.11,58.98,59.91,52.25,48.02,31.46,13.09,11.99,12.68,73.74,15.61,17.85,16.9,4.44,5,14.57,3.68,6,4.31,3.54,0.38,34.68,36.46,22.63,0,11.87,0.87,0.09,15.03,Y,Y,Y,Y,0,0,1,0,0,1
BMW Industries,42.51,1276.69,10.06,8.91,8.38,7.61,7.49,,18.15,17.45,17.03,16.31,16.31,14.58,-6.31,-3.71,,1.09,9.26,9.54,,1.96,4,1.93,2.08,8,10.63,9.16,0.76,15.18,74.28,25.72,0,4.72,1.35,0.16,6.29,Y,Y,Y,Y,1,0,1,1,1,4
BN Holdings,157.06,150.45,,,,,,,,,,,,,,,,,,,,,3,,21.22,4,-44.15,,0,0,58.6,41.4,0,3.22,3.45,0.02,-77.25,N,N,N,N,0,0,0,0,0,0
Bodal Chemicals,-2.21,931.73,1.13,3.5,5.08,5.73,8.7,12.33,302.51,14.78,16.45,12.82,12.5,4.38,-0.41,1.77,3.81,-33.19,-38.93,-30.08,-18.2,-7.84,1,0.86,0.63,3,0.88,2.37,0,0,57.39,42,0,2.36,0.77,0.84,1,Y,Y,N,N,0,0,0,0,0,0
Bodhi Tree,-21.94,151.2,12.97,19.11,19.36,,,,52.14,38.43,32.88,32.88,32.88,21.49,,,,10.73,,,,,2,5.55,2.67,3,5.52,7.63,0.41,0,35.3,64.08,99.77,6.22,1.11,0.22,7.33,Y,Y,N,N,0,0,0,0,0,0
Bombay Burmah,80.83,18401.99,16.33,-70.09,-17.57,-6.49,-2.16,1.02,16.53,16.56,16.23,19.2,15.98,8.5,8.41,8.88,8.93,24.43,2.78,7.79,13.54,5.95,6,3.94,1.06,7,10.55,-20.09,0.05,1.22,74.05,14.97,0,5.43,0.52,0.46,12.49,N,N,Y,Y,0,0,0,0,1,1
Bombay Dyeing,44,4452.27,-103.74,,,,,,,,1.4,6.08,18.45,12.26,-17.54,-1.85,-4.42,12.81,,,,,4,2.41,2.71,6,-17.59,-19.43,0.56,0.84,53.57,43.91,0,4.72,1.41,0,0.25,N,N,Y,Y,0,0,0,0,0,0
Bombay Oxygen,140.9,435.57,14.48,0.22,8.3,8.01,6.44,5.14,6.72,6.46,6.88,6.92,7.02,5.84,44.66,73.93,14.3,3.27,49.2,45.41,34.09,0.14,5,0.94,5.58,6,79.76,28.24,0.09,0.65,73.29,26.99,0,3.4,2.97,0,,Y,Y,N,Y,0,0,1,0,1,2
Bombay Super Hyb,-26.74,1678.26,33.02,34.98,33.12,29.3,27.97,,72.34,102.12,43.42,52.13,52.13,14.51,28.01,12.91,,57,61.56,44.89,,1.18,4,18.36,5.76,8,8.67,7.37,0,0,73.85,26.15,0,20.64,0.87,0.41,5.64,N,Y,N,Y,0,0,0,0,1,1
Bondada Engineer,743.9,5190.97,37.17,24.4,29.62,28.26,,,116.03,84.49,84.49,84.49,84.49,40.76,29.04,,,-41.17,-31.58,,,3.67,3,31.98,6.48,7,5.78,4.59,0.01,0.72,63.33,35.89,0,19.38,0.99,0.39,7.96,Y,N,N,Y,0,1,0,0,1,2
Borosil,29.51,4989.78,12.06,5.05,9.91,8.4,,,71.07,57.05,52.11,52.11,52.11,17.15,20.75,,,17.93,40.93,,,3.58,4,8.26,5.08,5,7.08,4.43,0,0,64.71,29.17,0,9.46,0.38,0.28,8.92,Y,N,N,Y,0,0,1,0,1,2
Borosil Renew.,1.16,5372.61,-8.59,,,,,,,113.55,81.86,32.57,11.88,,12.41,13.69,24.26,,,,,,4,6.15,3.88,4,-6.04,7.76,0,0,61.6,34,0,6.83,1.09,0.66,-2.42,N,Y,N,N,0,0,0,0,1,1
Borosil Scienti.,,1530.69,,,,,,,65.08,72.77,72.77,72.77,72.77,,,,,,,,,,2,,3.92,3,6.02,,0,0,67.87,31.74,0,7.62,1.94,0.05,12.71,N,N,N,N,0,0,0,0,1,1
Bosch,82,105976.4,15.97,13.15,13.74,12.77,13.64,14.72,55.6,39.37,39.6,39.17,40.32,19.84,6.72,6.97,6.69,23.68,2.9,1.29,8.89,19.17,3,8.79,6.28,8,11.02,9.56,1.04,44.42,70.54,7.5,0,12.46,1.42,0,107.88,Y,Y,Y,Y,0,0,0,1,1,2
BPL,23.91,509.45,5.59,2.86,5.37,1.43,1.36,1.18,20.39,26.37,24.47,26.36,23.6,14.94,-13.89,-4.83,3.96,38.05,79.32,39.16,32.15,0.26,4,2.04,7.13,8,20.41,10.99,0,0,63.13,36.87,0,2.79,0.57,0.03,39.46,N,Y,Y,Y,1,0,0,0,1,2
Brace Port,,122.05,43.18,94.5,,,,,24.96,19.13,19.13,19.13,19.13,,,,,,,,,,2,,2.22,4,8.89,8.77,0,21.09,70.11,25.5,0,11,1.87,0.04,51.85,Y,N,N,Y,0,0,0,0,0,0
Brady & Morris,382.87,480.76,43.29,38.99,40.69,42.69,36.83,35.45,53.12,13.71,12.87,12.29,14.13,26.08,11.49,11.1,8.14,46.94,31.95,102.16,12.37,1.66,5,20.62,5.9,7,11.01,8.02,0,0,73.98,25.99,0,19.6,1.27,0.33,17.43,Y,Y,Y,Y,0,0,1,1,1,3
Brahmaputra Inf.,46.1,192.49,10.61,7.42,7.52,4.03,1.6,-0.52,9.44,12.5,13.37,13.37,13.37,15.99,-1.5,0.45,-1.59,162.21,27.9,64.92,10.93,0.34,5,1.11,0.78,5,7.76,6.03,0,0,74.05,25.53,100,1.68,0.69,1.24,2.06,N,N,Y,Y,1,0,0,0,1,2
Brainbees Solut.,,32179.03,-8.3,-14.13,-8.18,,,,,,,,,59.31,,,,,,,,,5,,4.97,4,-4.96,-9.59,0,0,0,66.3,0,8.73,0.91,0.45,-1.79,N,N,N,Y,0,0,0,0,0,0
Brand Concepts,17.66,626.63,25.98,42.55,25.89,10.61,11.14,,65.55,46.85,43.79,37.55,37.55,80.26,25.1,21.99,,52.77,31.08,25.05,,2.02,4,11.05,2.39,2,4.37,6.05,0,0,48.34,49.77,0,9.33,0.78,1.12,2.98,Y,Y,N,N,0,0,0,0,0,0
Brigade Enterpr.,90.37,28831.91,11.71,6.34,7.3,5.6,6.37,6.8,63.38,86.91,82.66,25.48,19.41,35.92,10.5,13.45,17.86,143.83,8.37,9.66,13.31,5.73,5,7.48,5.42,5,8.24,5.67,0.17,10.23,41.37,16.14,0,3.51,0.3,1.5,2.21,N,Y,N,Y,0,0,0,0,1,1
Bright Brothers,55.68,151.43,-8.44,-6.03,,,,,,,,,,,,,,,,,,,5,2.24,0.58,5,-2.42,-2.22,0.38,-11.91,54.22,45.78,0,3.2,0.86,0.63,0.9,N,Y,N,N,0,0,0,0,0,0
Bright Outdoor,11.72,679.43,13.07,10.45,11.39,,,,42.36,67.07,67.07,67.07,67.07,64.33,,,,73.99,,,,,3,4.65,6.37,5,15.04,7.76,0.11,0,69.76,22.38,0,8.73,3.16,0.09,38.14,N,Y,Y,Y,0,0,0,0,1,1
Brightcom Group,-49.29,1719.27,22.3,21.33,20.54,18.92,18.59,19.22,1.96,4.06,2.5,0.91,1.32,40.06,25.03,18.54,16.54,15.28,10.62,7.76,29.46,0.07,5,0.22,0.32,7,18.53,18.17,0,1.47,18.38,72.62,2.5,3.42,7.02,0,3593.65,N,N,Y,Y,0,0,0,0,0,0
