Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Bharat Global,4526.46,7205.13,6.56,0,6.43,6.33,6.25,6.12,1261.84,,,,,850.48,209.98,69.16,68.45,23.99,13.77,9.65,14.99,5.75,1,67.16,90.28,5,12.93,0,0,0,0,100,0,88.17,1.09,0.04,,N,Y,Y,Y,0,0,0,0,0,0
NIIT Learning,12.97,5823.15,24.84,31.81,,,,,25.01,28.87,28.87,28.87,28.87,,,,,,,,,,4,5.37,3.65,6,13.97,15.36,1.23,33.34,34.52,29.08,0,7.06,1.89,0.11,11.75,N,N,N,N,0,0,0,0,0,0
Elgi Equipments,23.95,18900.45,20.62,23.77,20.92,17.33,16.74,15.46,58.29,59.28,59.99,51.96,52.16,18.7,11.55,12.97,9.07,44.35,24.43,22.56,21.09,2.39,4,11.73,5.74,7,9.55,9.39,0.34,20.32,31.19,34.17,0.67,14,1.36,0.4,14.67,N,Y,N,Y,0,1,0,0,0,1
Ingersoll-Rand,50.18,13514.89,38.4,32.33,31.31,27.26,19.42,14.18,58.63,48.91,43.4,35.18,35.55,25.25,10.43,10.06,8.75,45.42,22.38,17.18,12.73,2.62,4,23.29,11.02,6,18.32,15.87,1.64,99.37,75,17.31,0,29.55,1.89,0.01,168.03,Y,Y,Y,Y,0,0,1,0,1,2
Kirl.Pneumatic,158.79,9549.5,16.1,14.62,14.75,13.63,13.11,12.47,48.81,35.99,33.7,31.77,29.07,17.12,13.24,14.45,10,29.79,20.05,16.84,13.81,2.41,5,9.35,6.35,7,10.47,8.57,0.44,31.6,38.89,23.67,0,13.44,1.78,0,6595.5,Y,Y,Y,Y,0,0,1,0,0,1
ITC,11.19,603241.49,28.43,29.09,27.51,25.74,24.94,25.18,29.36,25.86,21.8,25.18,27.52,12.89,7.95,7.48,7.22,15.11,9.64,9.99,8.45,2.92,6,8.01,8.03,5,29.23,27.39,2.85,83.91,0,14.83,0,13.53,1.86,0,508.5,Y,Y,N,Y,0,0,1,0,1,2
Godfrey Phillips,190.97,32760.59,18.97,18.17,17.21,16.2,14.77,13.96,36.5,14.25,14.56,15.81,17.69,20.51,12.09,9.1,5.96,34.16,27.99,27.17,14.89,1.3,4,7.74,7.21,7,16.72,16.51,0.89,32.98,72.58,14.19,0,11.46,0.34,0.08,38.6,Y,Y,Y,Y,1,0,1,0,1,3
VST Industries,4.5,5276.74,24.63,29.01,28.24,31.6,32.15,33.08,21.71,16.23,16.88,17.92,18.17,8.54,5.27,6.36,6.05,-1.22,5.72,10.23,7.37,3.8,5,4.66,3.72,6,21.09,25.3,4.39,76.8,32.16,56.77,0,7.9,1.09,0,,Y,Y,N,N,0,0,0,0,0,0
Epigral,108.33,7914.06,16.86,39.37,30.17,29.76,31.67,,31.64,19.49,19.85,19.85,19.85,32.54,22.12,25.56,,24.4,1.73,25.89,,16.65,6,6.31,3.72,5,10.15,16.15,0.26,10.61,71.58,24.21,0,6.5,0.31,0.77,6.39,Y,Y,N,N,0,0,0,0,1,1
Gujarat Alkalies,16,6133.71,-3.88,6.81,4.13,4.53,6.95,,,12.1,12.14,11.84,11.9,16.15,3.78,9.09,,,,,,,4,1.01,1.58,4,-6.22,9.07,0,-42.95,46.28,48.01,0,2.72,0.65,0.09,-5.54,N,Y,N,N,0,0,0,0,0,0
Pidilite Inds.,37.21,161685.69,22.82,18.7,20.7,21.9,22.65,23.63,82.41,92.53,90.49,85.96,64.44,19.3,11.84,11.96,11.2,16.26,13.65,11.07,14.97,6.02,5,18.55,12.77,6,14.54,10.92,0.5,47.06,69.6,9.55,0,23.26,1.53,0.04,54.89,N,Y,N,Y,0,0,0,0,1,1
Solar Industries,99.8,94696.49,30.9,34.79,30.76,27.53,26.58,25.66,102.38,62.49,53.22,47.99,42.9,34.12,19.78,21.2,18.92,49.07,28.18,25.82,22.03,3.63,4,28.65,15.57,7,15.77,12.19,0.08,9.2,73.14,6.64,0.55,30.24,1.06,0.34,12.56,Y,Y,N,Y,0,1,1,0,1,3
SRF,1.46,65417.99,12.22,22.84,19.16,19.7,19,18.55,57.93,38.73,34.77,31.02,24.66,16.08,13.1,15.4,12.58,3.58,15.02,14.02,23.1,3.68,2,5.45,4.84,4,10.14,14.51,0.33,16.03,50.26,13.66,0,6.87,0.57,0.44,5.08,Y,Y,N,N,0,0,0,0,1,1
Linde India,28.15,65167.56,12.88,18.18,14.51,12.1,10.26,8.16,148.2,97.95,80.95,92.07,108.8,23.46,4.79,6.13,6.84,41.72,66.19,125.56,23.23,2.24,3,18.98,24.13,6,15.23,16.83,0.05,24,75,15.7,0,24.02,1.79,0.01,71.41,Y,Y,N,N,0,0,0,0,1,1
Gujarat Fluoroch,48.18,45575.12,7.69,27.03,17.4,11.55,,,133.33,40.29,37.75,37.75,37.75,17.33,9.42,,,59.14,,,,-7.09,4,7.68,10.73,4,10.29,23.24,0.07,7.58,62.57,22.98,1.37,9.81,0.73,0.35,4.34,Y,Y,N,N,0,0,0,0,1,1
Deepak Nitrite,34.38,36436.04,16.38,22.71,23.94,28.19,26.62,,45.23,32.21,29.55,31.38,28.46,20.78,23.26,27.92,,-2.15,32.81,47.23,,1.38,4,7.6,4.51,6,9.47,10.58,0.28,12.62,49.24,21.79,0,12.98,2.5,0.06,70.43,Y,Y,Y,N,1,0,0,0,1,2
Godrej Industrie,62.49,34650.11,0.65,11.22,6.83,6.9,7.44,7.4,70.59,25.43,26.08,37.7,41.89,21.16,8.88,10.29,7.85,-45.26,-36.27,-19.91,-15.22,-1.95,3,4.33,2.12,1,3.08,7.38,0,0,67.68,19.17,5.58,1.89,0.34,3.62,1.98,Y,Y,N,N,0,0,0,0,1,1
BASF India,183.41,30763.82,18.98,15.19,20.23,17.93,15.01,9.87,46.53,26.9,34.95,40.33,41.94,12.93,17.97,15.33,12.01,24.97,79.55,54.55,15.38,0.58,5,9.54,2.14,9,4.08,2.8,0.21,11.53,73.33,15.94,0,10.21,1.04,0.05,72.08,Y,Y,Y,Y,1,0,1,1,1,4
Himadri Special,131.56,27289.9,15.7,11.76,10.9,9.66,12.08,10.3,56.63,36.94,29.58,27.36,28.63,35.57,11.55,17.66,11.61,94.75,1.45,23.04,22.45,11.8,4,8,5.98,6,9.79,5.7,0.09,6,50.78,40.39,0,12.84,1.9,0.1,12.72,Y,Y,Y,Y,0,0,1,0,0,1
Tata Chemicals,11.4,27125.57,2.32,11.96,7.08,13.45,13.92,13.67,44.24,16.74,16.36,11.75,7.56,14.77,8.33,5.87,-0.3,27.44,-13.27,-9.67,10.48,-3.33,4,1.22,1.81,5,5.13,14.21,1.41,142.72,37.98,28.08,0,2.61,0.71,0.29,2.94,Y,Y,Y,N,0,0,0,0,0,0
Atul,18.49,21800.29,6.35,11.48,10.47,13.59,13.93,14.84,57.67,44.85,39.7,37.35,27.6,8.19,3.2,7.58,6.84,-21.2,-6.18,-0.34,3.65,-9.13,3,3.89,4.3,5,6.6,9.62,0.27,182.4,45.17,20.63,0.98,7.22,1.88,0.04,26.02,Y,Y,N,N,1,0,0,0,1,2
Castrol India,49.02,20230.52,42.54,45.89,45.69,48.17,51.95,58.22,22.53,16.19,17,18.22,21.6,19.19,5.38,6.02,4.79,13.5,3.77,3.63,5.62,5.98,5,9.48,3.84,7,16.8,16.97,3.67,85.85,51,23.77,0,13.24,1.54,0.03,140.2,Y,Y,N,N,0,1,0,0,1,2
Vinati Organics,10.89,20004.88,13.83,20.74,18.02,19.63,20.6,21.33,58.84,53.8,51.01,44.94,36.86,25.8,10.99,16.8,10.56,5.98,2.55,12.6,13.82,21.63,4,8.12,10.07,5,17.02,20.29,0.36,22.45,74.28,12.96,0.84,14.1,3.64,0,145.23,Y,Y,N,N,0,0,0,0,1,1
Aarti Industries,7.79,17712.69,8.22,11.55,15.54,16.11,17.15,17.94,36.6,34.51,34.65,31.38,26.59,12.25,8.86,10.53,9.3,-8.3,-3.92,2.72,10.19,-11.92,4,3.35,2.6,6,6.59,8.24,0.2,8.7,42.61,29.58,3.85,4.86,0.51,0.61,3,Y,Y,N,N,1,0,0,0,1,2
Navin Fluo.Intl.,-3.79,16375.08,10.07,18.21,14.25,17.18,17.15,16.6,75.62,71.73,63.38,45.48,30.98,20.53,15.7,15.76,15.56,-2.24,9.3,8.23,14.65,8.09,0,6.63,7.64,3,11.14,17.66,0.36,27.48,28.43,25.15,1.06,7.66,1.16,0.56,5.17,Y,Y,N,N,0,0,0,0,0,0
PCBL Ltd,122.74,16193.15,16.15,16.23,16.82,16.84,17.8,15.83,32.43,11.64,11.13,12.1,14.73,34.14,12.72,18.76,10.92,13.05,3.51,30.88,21.87,5.99,3,4.99,2.24,5,7.65,7.66,1.28,42.29,51.41,35.56,0,3.75,0.75,1.53,3.43,Y,Y,N,N,0,0,0,0,1,1
Clean Science,12.74,15834.97,22.05,33.2,28.97,32.55,,,63.08,62.73,64.1,64.1,64.1,15.59,15.01,,,7.09,-49.37,,,3.14,3,13.16,19.14,3,30.83,31.55,0.34,21.78,74.97,14.43,0,20.91,1.46,0,344.35,Y,Y,N,N,0,0,0,0,1,1
Deepak Fertiliz.,78.1,14311.58,7.67,26.53,17.36,15.34,13.45,12.11,27.1,11.13,10.66,11.9,13.16,14.4,5.22,11.15,8.34,-6.21,41.23,11.16,2.99,0.57,4,2.65,1.66,4,4.77,10.58,0.75,24.25,45.63,34.69,0,3.85,0.89,0.77,2.79,Y,Y,N,N,1,0,0,0,1,2
Fine Organic,1.16,14179.17,21.74,47.6,31.97,29.59,29.33,29.48,40.19,37.84,44.74,38.29,38.29,20.28,13.32,14.06,13.14,47.36,23.31,-4.5,-0.77,1.72,3,7.62,7.36,6,18.85,19.49,0.22,8.34,75,8.56,0,14.9,7.58,0,229.94,Y,Y,Y,N,1,0,0,0,1,2
Aether Industri.,-9.15,10460.78,5.93,15.91,12.23,15.24,16.09,15.72,103.02,92.05,92.05,92.05,92.05,9.81,24.25,57.82,,-52.76,-22.92,34.17,18.73,3.09,3,4.89,16.17,1,16.51,19.93,0,0,81.79,3.4,0,8.86,2.97,0.07,14.56,Y,Y,Y,N,0,0,0,0,1,1
Jubilant Ingrev.,51.14,10448.05,6.93,12.1,13.17,,,,59.52,24.2,26.44,26.44,26.44,82.17,,,,43.43,,,,,3,3.71,2.54,4,4.53,6.46,0.76,43.2,51.48,25.09,2.71,5.52,0.66,0.26,5.36,Y,Y,N,N,0,0,0,0,1,1
Elantas Beck,72.25,10349.09,20.62,16.23,16.96,16.14,16.68,18.03,68.72,49.02,44.83,42.53,35.51,21.07,10.69,9.28,8.37,30.58,21.66,14.11,17.07,3.17,4,12.83,14.68,7,20.18,13.89,0.04,2.89,75,12.44,0,20.54,5.14,0,319.74,Y,Y,N,Y,0,1,1,0,1,3
Galaxy Surfact.,11.32,10241.81,14.9,22.09,18.24,20.16,20.83,,33.47,29.97,28.68,27.8,27.8,10.87,6.55,8.39,,-0.07,9.54,10.8,,3.51,1,4.7,2.68,6,7.98,8.56,0.76,25.87,70.91,12,0.02,8.87,1.57,0.09,19.29,Y,Y,Y,N,0,0,0,1,1,2
Alkyl Amines,-8.19,10234.88,12.29,21.46,19,25.35,25.27,25.31,69.16,61.73,59.03,50.23,22.66,5.06,11.22,16.3,12.44,-20.39,12.29,16.79,13.29,5.6,2,8.07,7.15,5,10.39,13.76,0.5,34.36,71.96,23.31,0,12.95,1.19,0,55.45,Y,Y,Y,N,0,0,0,1,1,2
G N F C,-10.24,8775.3,5.63,17.31,15.22,13.94,14.6,12.1,17.04,6.74,6.96,6.82,8.07,15.63,6.11,8.13,5.05,-9.41,-7.07,8.22,5.87,-2.1,7,1.07,1.06,5,6.11,14.31,2.76,50.01,41.3,31.38,0,3.73,2.49,0,24.86,Y,Y,Y,N,1,0,0,0,1,2
Anupam Rasayan,-19.14,7564.86,5,8.82,7.38,7.46,,,80.54,59.2,62.16,62.16,62.16,22.07,24.08,,,17.63,3.08,,,3.9,3,2.83,5.63,2,11.11,13.54,0.18,10.67,61.23,29.47,13.75,4.37,0.84,0.4,2.92,Y,Y,N,N,0,0,0,0,1,1
Archean Chemical,-1.74,7366.78,19.45,44.92,33.79,34.08,,,26.63,19.35,19.35,19.35,19.35,21.53,18.65,,,-10.16,21.52,,,0.61,5,4.32,6.15,5,22.96,26.42,0.5,11.48,53.45,14.56,4.55,8.5,1.93,0.02,44.76,Y,Y,Y,N,1,0,0,0,1,2
Chemplast Sanmar,-2.4,7002.67,-9.92,11.93,15.81,10.78,,,,15.66,16.99,16.99,16.99,1.08,25.61,,,,,,,,5,4.12,1.72,1,-4.5,4.3,0,0,54.99,5.85,0,2.94,0.51,0.91,0.49,N,Y,Y,N,0,0,0,0,1,1
Laxmi Organic,-3.61,6769.02,7.36,9.18,12.12,12.78,13.63,,58.07,54.61,54.42,54.42,54.42,17.42,12.79,15.01,,-3.9,-21.54,-33.11,,5.6,1,3.75,2.37,6,4.12,4.45,0.25,13.73,69.5,25.61,0,6.15,1.2,0.08,33.08,Y,Y,Y,N,0,0,0,1,1,2
Balaji Amines,-3.45,6547.43,12.49,23.11,21.81,22.38,22.7,22.59,33.51,28.74,27.75,24.59,20.12,7.69,11.69,13.64,10.4,-4.86,11.8,14.23,19.84,2.84,2,3.8,4.19,5,14.2,17.21,0.54,17.4,53.7,39.23,0,7.64,4.78,0.01,49.62,Y,Y,Y,N,0,0,0,0,1,1
Privi Speci.,35.32,6457.46,10.52,2.64,8.41,11.37,11.98,,47.55,65.18,56.26,42.24,33.49,11.13,5.49,16.62,,-2.61,0.75,18.44,,63.4,3,6.51,3.43,9,5.29,1.35,0.12,8.23,74.05,23.02,0,6.3,0.51,1.06,3.01,N,Y,N,Y,0,0,0,0,1,1
Gulf Oil Lubric.,83.59,5529.5,24.73,20.77,22.61,23.97,25.92,28.07,16.87,10.88,13.98,17.78,21.28,25.73,14,17.11,,16.23,11.74,14.76,41.9,1.47,6,4.26,1.65,7,9.31,7.69,3.21,57.43,67.22,15.85,0,7.37,1.38,0.28,18.11,Y,Y,N,Y,1,1,1,0,1,4
GHCL,-7.24,5202.36,17.27,31.5,24.27,21.93,21.89,23.08,10.04,6.96,6.41,6.4,6.37,11.43,0.62,3.1,4.59,21.46,11.87,7.3,16.95,0.88,6,1.75,1.6,5,17.37,23.89,2.21,14.47,19.04,45.45,1.1,5.14,1.74,0.07,32.08,Y,Y,Y,N,1,0,0,0,0,1
Kajaria Ceramics,-4.2,19603.9,16.85,15.77,17.11,16.9,16.91,18.46,51.49,49.31,48.78,44.63,40.89,18.08,9.14,8.72,9.57,10,12.27,7.21,12.22,4.18,3,7.27,4.18,7,9.31,8.05,0.97,45.29,47.49,8.05,0,11.6,1.64,0.1,26.44,Y,Y,N,Y,0,0,0,0,1,1
Cera Sanitary.,-18.19,9093.9,19.05,19.55,18.42,16.96,17.08,17.86,39.38,42.36,41.77,39.76,37.3,15.91,6.85,9.19,10.92,33.49,15.82,13.14,16.18,2.49,4,6.77,4.94,5,12.79,11.79,0.86,32.61,54.41,16.64,0,10.75,0.74,0.03,58.45,N,Y,N,Y,0,0,0,0,1,1
Dalmia BharatLtd,-13.1,33223.12,4.78,6.97,5.65,5.8,4.93,,39.22,36.79,36.17,34.32,34.32,13.27,9.15,10.2,,-13.32,31.73,-49.08,,1.27,3,1.9,2.27,6,5.39,8.49,0.51,20.7,55.84,20.52,0,3.51,1.44,0.28,3.77,Y,Y,N,N,1,0,0,0,1,2
The Ramco Cement,-12.3,20156.92,5.02,4.65,7.75,9.75,10.45,11.56,63.25,54.15,32.2,30.02,28.95,21.01,12.68,13.07,9.79,-23.33,-7.1,-8.47,11.99,-8.97,3,2.78,2.19,7,3.77,3.84,0.29,16.41,42.3,16.85,22.17,3.3,0.32,0.68,2.11,Y,Y,N,N,1,0,0,0,1,2
India Cements,70.23,10993.6,-4.81,-5.46,-2.96,-0.86,-0.39,0.25,,48.57,46.91,41.23,41.97,4.26,-2.39,-0.13,0.06,,,,,,4,1.97,2.34,6,-5.34,-5.7,0,0,28.42,49.36,68.2,2.92,0.77,0.47,-0.33,N,Y,Y,Y,0,0,0,0,0,0
Orient Cement,71.07,6928.66,10.46,7.85,12.04,12.37,10.58,9.88,39.7,20.52,14.4,18.51,21.65,11.08,4.78,7.87,8.29,-6.36,29.79,33.61,5.6,1.33,2,3.97,2.27,9,5.49,4.18,0.67,26.37,37.9,38.58,0,6.23,0.58,0.1,10.37,Y,Y,Y,Y,1,0,0,0,0,1
UltraTech Cem.,33.92,317428.84,12.19,9.63,12.23,12.94,12.11,11.99,48.28,38.75,33.55,36.71,36.92,16.6,11.33,15.81,13.09,8.08,22.64,13.93,12.59,2.02,2,5.17,4.48,8,9.85,7.99,0.64,28.85,59.99,7.75,0,6.52,0.52,0.28,8.91,Y,Y,Y,Y,0,0,0,0,1,1
Ambuja Cements,32.46,136136.83,10.34,10.71,10.89,10.48,10.11,9.89,42.81,36.74,27.71,26.03,26.96,10.59,4.95,7.42,13.73,7.59,6.28,18.02,7.16,5.06,2,3.14,4.16,7,13.5,8.38,0.36,12.29,67.57,6.64,0,5.17,1.69,0.02,19.08,Y,Y,N,Y,0,0,0,0,1,1
Shree Cement,-2.19,90046,12.24,6.98,11.06,12.28,12.63,13.58,42.84,42.78,48.97,46.76,48.37,14.81,10.33,13.24,14.24,1.92,15.1,8.31,9.8,2.69,1,4.35,4.38,8,11.73,7.06,0.42,15.81,62.55,12.6,0,7.33,0.55,0.08,11.68,Y,Y,Y,Y,0,0,0,0,1,1
ACC,19.16,42023.03,14.15,6.57,11.62,11.94,12.14,11.68,22.7,29.28,22.99,23.88,26.69,13.13,6.16,8.9,6.08,11.85,7.24,18.13,7.33,3.14,2,2.51,2.09,8,10.8,4.21,0.34,6.03,56.69,13.22,0,5.17,1.24,0.03,14.1,N,Y,N,Y,0,0,0,0,1,1
J K Cements,33.45,31718.62,15.94,9.43,14.19,15.96,15.54,14.15,36.97,40.16,33.44,32.19,35.27,20.49,17.05,16.32,15.27,2.98,24.64,21.8,25.49,1.5,3,5.91,2.73,9,6.93,4.37,0.37,19.54,45.68,14.32,0,5.27,0.92,1.03,3.77,N,Y,N,Y,1,0,0,0,1,2
Nuvoco Vistas,-2.94,11841.51,1.61,4.73,2.3,2.2,2.13,,241.42,82.56,82.56,82.56,82.56,12.75,8.76,11.04,,130.08,48.84,1.39,,3.6,4,1.33,1.15,7,1.33,3.95,0,0,72.02,5.88,0,2.28,0.26,0.55,1.19,Y,Y,Y,N,0,0,0,0,1,1
Prism Johnson,40.61,9615.18,-3.44,-7.7,-2.72,0.43,2.27,1.55,,147.3,41.62,100.99,104.01,10.74,4.14,6.1,4.2,,,,6.06,,2,6.92,1.3,7,-0.59,-2.02,0,0,74.87,15.42,0,3.56,0.49,1.61,0.44,N,N,N,Y,0,0,0,0,1,1
JK Lakshmi Cem.,13.89,9118.84,15.39,13.08,15.96,16.83,13.77,11.7,20.03,20.37,16.01,20.78,23.8,12.82,9.48,12.8,12.68,4.29,80.37,42.61,18.1,0.25,3,2.86,1.38,7,7.02,5.54,0.84,16.21,46.34,17.17,0,3.72,0.23,0.65,5.36,N,Y,N,Y,1,0,0,0,1,2
Birla Corpn.,-4.95,8625.51,6.59,0.73,4.86,7.46,6.91,6.62,28.29,29.64,16.52,19.4,26.36,12.51,8.09,12.09,12.35,-15.38,10.79,13.91,13.78,2.62,3,1.24,0.95,8,4.32,0.5,0.89,18.31,62.9,15.44,0,2.47,0.72,0.57,2.22,N,Y,Y,Y,0,0,0,0,1,1
Star Cement,25.18,7887.58,11.54,10.8,11.33,12.32,14.3,14.44,33.87,21.13,19.83,16.57,16.97,19.17,9.71,9.65,10.97,7.05,0.54,6.72,29.89,-178.26,2,2.91,2.72,7,10.17,9.15,0,0,66.47,27.2,0.6,5.72,0.55,0.05,23.06,Y,Y,N,Y,1,0,0,0,1,2
Kesoram Inds.,171.54,6462.23,-125.01,-4.38,-38.18,-21.69,-53.39,,,65.08,4.88,4.88,4.88,14.55,6.54,0.53,,,5.82,5.27,,,2,,2.99,5,-8.91,-0.57,0,0,43.34,32.09,51.11,3.57,0.81,,0.4,N,Y,Y,N,0,0,0,0,1,1
Bharat Forge,36.6,65191.72,12.7,6.88,11.56,9.46,11.83,13.45,67.5,63.04,61.69,48.52,43.19,35.27,9.1,13.67,8.87,58.62,-2.85,5.33,7.34,-23.68,3,9.09,4.1,8,5.62,3.54,0.64,12.24,45.25,9.55,0,7.48,0.62,1.11,4.12,Y,Y,N,Y,0,0,0,0,1,1
AIA Engineering,10.26,36763.25,18.3,20.05,17.59,16.6,16.26,16.85,32.75,30.91,30.54,31.34,29.76,18.98,9.6,11.64,8.85,27.9,18.69,13.98,12.74,1.75,3,5.52,7.93,6,23.3,21.35,0.41,13.29,58.5,2.73,0,10.8,2.43,0.07,54.46,Y,Y,N,Y,1,0,0,0,1,2
CIE Automotive,7.79,18818.27,20.31,-1.65,9.14,7.58,8.47,8.01,23,22.76,23.67,24.08,26.38,15.33,2.93,8.27,15.4,126.88,17.78,30.86,15.94,1.29,4,3.04,2.07,7,12.13,-0.97,1.01,16.86,65.7,9.6,0,5.46,0.78,0.08,13.12,Y,Y,Y,Y,1,0,1,0,1,3
PTC Industries,136.47,17747.37,9.25,11.77,9.79,,,,495.18,225.03,213.77,156.92,51.53,16.29,,14.53,7.99,132.09,,30.45,15.82,,2,26.52,76.42,6,16.47,11.76,0,0,59.8,31.02,0,33.69,2.39,0.28,4.09,Y,Y,N,Y,0,0,0,0,1,1
Ramkrishna Forg.,46.75,16405.83,17.02,20.65,18.81,13.78,14.03,13.54,44.59,25.88,26.11,24.9,24.87,45.31,15.42,23.15,24.73,142.33,20.7,57.15,39.9,1.92,5,5.58,4.01,6,8.62,7.76,0.22,10.59,43.17,27.43,5.77,6.41,0.66,0.5,4.26,Y,Y,N,Y,1,0,1,0,1,3
Electrost.Cast.,104,10542.52,15.93,7.54,11,8.96,8.38,6.46,11.83,7.11,7.41,6.6,6.68,29.12,22.6,20.06,11.76,74.57,22.03,20.22,36.47,0.36,5,2.06,1.35,7,10.09,4.39,0.82,11.7,46.22,31.84,11.44,4.43,0.74,0.46,6.62,Y,N,N,Y,1,0,1,0,1,3
Happy Forgings,,10070.03,18.69,23.5,20.45,18.88,,,41.47,43.81,43.81,43.81,43.81,32.42,12.6,,,-70.11,-52.5,,,2.02,3,6.25,7.35,6,17.89,17.44,0.37,5.04,78.6,1.99,0,11.46,2.14,0.09,32.08,N,N,Y,Y,0,0,0,0,1,1
Balu Forge,230.84,7612.78,25.75,21.93,24.72,,,,55.96,31.66,31.66,31.66,31.66,57.94,,,,101.83,,,,,5,8.34,10.78,6,16.73,11.92,0.02,1.64,54.71,33.93,0,13.86,3.27,0.06,15.37,Y,Y,N,Y,0,0,1,0,1,2
Kennametal India,14.22,6368.52,14.24,12.96,15.13,13.07,13.74,12.3,62.92,52.37,49.4,46.24,51.16,10.67,3.48,7.76,7.27,15.15,3.3,20.05,16.49,19.07,4,8.68,5.79,8,9.2,8.03,1.04,0,75,10.55,0,14.32,1.77,0,232,Y,Y,N,Y,0,0,1,0,1,2
Rolex Rings,-5.85,5651.87,21.8,30.75,26.56,26.27,28.25,,32.2,31.01,30.72,30.72,30.72,25.62,6.2,8.37,,21.93,21.76,10.87,,1.29,3,6.29,4.63,6,14.64,16.79,0,0,53.35,6.83,0,11.4,1.72,0.02,97.92,Y,Y,Y,N,1,0,0,0,1,2
Sterlite Tech.,-15.75,5584.73,-3.52,6.32,1.79,8.49,14.07,13.82,,40.3,30.49,30.7,29.14,4.32,1.49,12.19,7.89,,,,-18.51,,1,2.26,1.08,3,-1.48,1.85,0,0,44.17,36.79,0,2.36,0.73,1.67,0.44,N,Y,N,N,0,0,0,0,1,1
Polycab India,29.71,97084.55,23.17,19.95,20.51,20.7,20.27,18.99,54.1,44.21,38.65,37.45,37.45,27.07,17.7,18.49,16.3,25.15,26.49,31.87,24.63,1.93,5,11.3,4.82,6,9.62,8.7,0.46,25.26,63.06,14.11,0,14.74,1.18,0.02,17.72,Y,Y,Y,Y,0,0,1,1,1,3
KEI Industries,53.42,34772.72,20.25,20.21,19.96,19.66,20.42,20.24,55.68,36.19,30.31,24.09,19.39,24.68,13.9,17.45,17.48,29.1,22.8,27.03,44.81,2.13,4,10.06,3.99,6,7.17,6.91,0.09,5.44,37.06,15.82,0,15.24,1.5,0.1,16.3,Y,Y,N,Y,0,0,1,0,0,1
Finolex Cables,36.58,18192.9,13.99,12.16,14.07,14.06,14.3,,24.75,22.05,15.66,18.12,20.71,21.9,10.25,10.81,,12.19,9.71,7.21,,2.55,5,3.68,3.61,7,13,11.25,0.67,18.78,35.86,36.1,0,8.08,2.36,0,454.99,Y,Y,N,Y,0,0,1,0,0,1
R R Kabel,11.95,17017.84,20.75,20.34,22.39,22.94,,,64.7,64.69,64.69,64.69,64.69,34.41,22.53,,,-22.18,-6.61,,,2.32,5,8.48,2.43,8,4.45,3.33,0.4,22.79,61.78,16.54,0,12.38,1,0.24,7.61,Y,N,Y,Y,0,0,0,0,1,1
Diamond Power,2152.46,8202.04,,,,,,,473.29,443.71,443.71,443.71,5.12,,,-15.66,-19.89,,,11.16,-16.74,,2,15.11,23.89,0,5.05,,0,0,90.58,9.39,0.64,6.59,0.59,2.94,3.56,Y,N,N,N,0,0,0,0,1,1
United Spirits,44.84,107662.47,20.98,17.53,19.65,17.68,18.93,14.59,74.89,62.56,67.62,71.61,75.14,11.66,3.92,3.63,0.75,51.72,15.71,24.84,8.72,4.76,3,14.11,9.45,8,12.16,9.04,0.61,46.34,56.67,14.04,1.18,17.25,1.53,0.07,21.73,Y,Y,Y,Y,0,1,0,1,1,3
United Breweries,23.09,52446.38,10.06,8.27,9.35,8.81,10.79,11.19,111.05,119.64,122.3,118.75,98.4,24.17,4.64,8.03,6.74,51.64,-6.15,8.63,6.13,-18.06,3,12.41,6.13,7,5.05,4.36,0.5,64.48,70.84,5.13,12.4,14.52,1.03,0.03,85.22,N,Y,Y,Y,0,0,0,0,1,1
Radico Khaitan,82.91,30344.12,11.29,9.82,11.45,13.24,13.28,12.39,104.95,73.79,50.19,41.96,29.84,20.03,14.75,13.84,11.54,-1.91,6.29,17.73,13.33,16.55,3,12.13,6.75,6,6.23,6.49,0.13,15.68,40.24,16.45,0,13.76,0.98,0.36,6.41,Y,Y,N,N,0,0,0,0,1,1
Allied Blenders,,8384.31,0.59,0.4,0.46,,,,3522.82,4338.57,4338.57,4338.57,4338.57,12.32,,,,-2.79,,,,,1,,2.52,8,0.07,0.05,0,0,80.91,12.11,0,7.02,0.73,2.05,1.1,N,N,Y,Y,0,0,0,0,1,1
Piccadily Agro,165.37,6039.6,30.61,10.19,19.84,17.06,13.63,11.52,68.1,22.21,11.77,13.79,11.76,14.98,14.88,12.31,7.04,69.54,110.21,40.7,15.18,0.62,4,17.78,7.99,8,11.78,3.73,0,0,70.97,28.13,0,15.69,0.67,0.51,8.62,Y,Y,N,Y,0,0,1,0,1,2
